iter	Passed	Remaining
1495	756075	1265516
1496	756559	1264975
1497	757038	1264426
1498	757538	1263912
1499	758022	1263370
1500	758520	1262853
1501	759014	1262329
1502	759499	1261789
1503	759978	1261240
1504	760474	1260719
1505	760964	1260190
1506	761457	1259664
1507	761947	1259134
1508	762445	1258616
1509	762932	1258081
1510	763427	1257558
1511	763920	1257032
1512	764396	1256479
1513	764888	1255953
1514	765369	1255408
1515	765843	1254851
1516	766316	1254293
1517	766788	1253733
1518	767263	1253180
1519	767738	1252625
1520	768206	1252060
1521	768673	1251493
1522	769140	1250925
1523	769614	1250371
1524	770083	1249807
1525	770570	1249273
1526	771058	1248741
1527	771545	1248207
1528	772031	1247671
1529	772517	1247135
1530	773003	1246600
1531	773494	1246074
1532	773987	1245549
1533	774470	1245009
1534	774950	1244464
1535	775443	1243941
1536	775926	1243400
1537	776414	1242869
1538	776894	1242323
1539	777383	1241793
1540	777877	1241272
1541	778357	1240728
1542	778836	1240182
1543	779326	1239654
1544	779818	1239129
1545	780307	1238599
1546	780796	1238069
1547	781281	1237533
1548	781759	1236987
1549	782239	1236443
1550	782708	1235882
1551	783176	1235320
1552	783638	1234747
1553	784108	1234189
1554	784585	1233640
1555	785049	1233072
1556	785514	1232506
1557	785988	1231954
1558	786469	1231412
1559	786946	1230864
1560	787413	1230302
1561	787882	1229742
1562	788360	1229196
1563	788829	1228637
1564	789298	1228077
1565	789758	1227505
1566	790225	1226941
1567	790693	1226381
1568	791164	1225825
1569	791635	1225269
1570	792097	1224700
1571	792574	1224154
1572	793039	1223589
1573	793508	1223032
1574	793980	1222477
1575	794453	1221925
1576	794923	1221370
1577	795392	1220811
1578	795858	1220248
1579	796322	1219683
1580	796796	1219133
1581	797267	1218578
1582	797742	1218031
1583	798222	1217491
1584	798692	1216935
1585	799165	1216384
1586	799625	1215813
1587	800081	1215237
1588	800555	1214687
1589	801027	1214135
1590	801497	1213580
1591	801963	1213019
1592	802426	1212454
1593	802898	1211902
1594	803375	1211359
1595	803850	1210812
1596	804319	1210255
1597	804791	1209704
1598	805256	1209143
1599	805725	1208587
1600	806187	1208022
1601	806658	1207470
1602	807146	1206943
1603	807635	1206417
1604	808128	1205898
1605	808614	1205369
1606	809096	1204834
1607	809586	1204310
1608	810072	1203781
1609	810565	1203261
1610	811044	1202721
1611	811544	1202213
1612	812041	1201700
1613	812530	1201176
1614	813010	1200638
1615	813503	1200119
1616	814007	1199615
1617	814500	1199098
1618	814982	1198563
1619	815482	1198054
1620	815980	1197543
1621	816478	1197031
1622	816960	1196496
1623	817447	1195970
1624	817932	1195439
1625	818403	1194888
1626	818894	1194368
1627	819382	1193842
1628	819869	1193315
1629	820365	1192800
1630	820847	1192267
1631	821325	1191727
1632	821814	1191202
1633	822304	1190680
1634	822795	1190160
1635	823287	1189640
1636	823769	1189106
1637	824249	1188570
1638	824744	1188054
1639	825221	1187513
1640	825709	1186988
1641	826185	1186446
1642	826668	1185914
1643	827148	1185378
1644	827620	1184830
1645	828076	1184259
1646	828541	1183703
1647	829010	1183150
1648	829478	1182597
1649	829971	1182080
1650	830461	1181559
1651	830953	1181040
1652	831447	1180524
1653	831939	1180006
1654	832424	1179478
1655	832917	1178960
1656	833423	1178462
1657	833910	1177935
1658	834394	1177406
1659	834881	1176881
1660	835370	1176358
1661	835862	1175840
1662	836341	1175303
1663	836813	1174757
1664	837298	1174229
1665	837777	1173693
1666	838254	1173154
1667	838727	1172609
1668	839201	1172066
1669	839692	1171547
1670	840162	1170997
1671	840631	1170449
1672	841103	1169902
1673	841579	1169363
1674	842051	1168817
1675	842516	1168262
1676	842991	1167721
1677	843455	1167166
1678	843924	1166615
1679	844395	1166069
1680	844852	1165504
1681	845323	1164958
1682	845804	1164425
1683	846268	1163870
1684	846739	1163324
1685	847209	1162777
1686	847681	1162232
1687	848156	1161693
1688	848621	1161139
1689	849096	1160599
1690	849565	1160051
1691	850044	1159517
1692	850516	1158973
1693	850995	1158439
1694	851471	1157901
1695	851938	1157351
1696	852414	1156812
1697	852877	1156257
1698	853342	1155703
1699	853814	1155160
1700	854281	1154611
1701	854748	1154060
1702	855220	1153518
1703	855687	1152968
1704	856159	1152426
1705	856628	1151878
1706	857088	1151320
1707	857555	1150771
1708	858025	1150226
1709	858495	1149680
1710	858965	1149135
1711	859435	1148591
1712	859904	1148045
1713	860370	1147495
1714	860842	1146952
1715	861315	1146413
1716	861780	1145862
1717	862257	1145327
1718	862718	1144770
1719	863200	1144242
1720	863662	1143688
1721	864131	1143141
1722	864600	1142597
1723	865066	1142047
1724	865530	1141496
1725	866010	1140965
1726	866478	1140419
1727	866955	1139885
1728	867460	1139388
1729	867948	1138869
1730	868448	1138365
1731	868952	1137866
1732	869444	1137352
1733	869933	1136834
1734	870418	1136309
1735	870912	1135797
1736	871404	1135283
1737	871894	1134766
1738	872380	1134244
1739	872870	1133728
1740	873363	1133215
1741	873852	1132697
1742	874344	1132183
1743	874827	1131657
1744	875318	1131142
1745	875805	1130622
1746	876292	1130101
1747	876770	1129568
1748	877259	1129051
1749	877746	1128531
1750	878222	1127996
1751	878699	1127464
1752	879184	1126941
1753	879658	1126404
1754	880139	1125877
1755	880610	1125336
1756	881091	1124807
1757	881556	1124260
1758	882029	1123722
1759	882497	1123179
1760	882957	1122624
1761	883431	1122088
1762	883899	1121545
1763	884382	1121019
1764	884856	1120484
1765	885332	1119950
1766	885810	1119419
1767	886277	1118875
1768	886746	1118333
1769	887214	1117789
1770	887686	1117251
1771	888164	1116721
1772	888642	1116190
1773	889108	1115645
1774	889567	1115091
1775	890036	1114549
1776	890523	1114031
1777	891006	1113507
1778	891508	1113007
1779	891997	1112490
1780	892485	1111973
1781	892964	1111444
1782	893452	1110928
1783	893941	1110411
1784	894432	1109897
1785	894929	1109391
1786	895420	1108878
1787	895905	1108357
1788	896380	1107823
1789	896863	1107301
1790	897356	1106789
1791	897850	1106280
1792	898342	1105768
1793	898828	1105248
1794	899315	1104729
1795	899806	1104216
1796	900297	1103703
1797	900794	1103197
1798	901284	1102683
1799	901774	1102169
1800	902267	1101657
1801	902763	1101151
1802	903255	1100639
1803	903738	1100115
1804	904228	1099601
1805	904723	1099094
1806	905217	1098583
1807	905702	1098064
1808	906194	1097551
1809	906674	1097026
1810	907169	1096518
1811	907661	1096006
1812	908144	1095483
1813	908630	1094964
1814	909114	1094443
1815	909595	1093918
1816	910081	1093400
1817	910564	1092877
1818	911043	1092351
1819	911526	1091828
1820	912010	1091307
1821	912481	1090770
1822	912964	1090248
1823	913450	1089729
1824	913930	1089204
1825	914395	1088661
1826	914868	1088127
1827	915349	1087603
1828	915815	1087060
1829	916291	1086531
1830	916762	1085995
1831	917231	1085457
1832	917706	1084926
1833	918180	1084394
1834	918643	1083848
1835	919113	1083312
1836	919586	1082779
1837	920059	1082246
1838	920531	1081712
1839	921002	1081177
1840	921481	1080650
1841	921952	1080115
1842	922423	1079581
1843	922894	1079045
1844	923359	1078503
1845	923828	1077967
1846	924309	1077444
1847	924801	1076933
1848	925290	1076419
1849	925773	1075898
1850	926249	1075370
1851	926737	1074855
1852	927219	1074333
1853	927703	1073814
1854	928190	1073298
1855	928686	1072792
1856	929169	1072272
1857	929651	1071750
1858	930126	1071221
1859	930608	1070700
1860	931104	1070195
1861	931585	1069671
1862	932061	1069144
1863	932548	1068628
1864	933044	1068123
1865	933532	1067608
1866	934013	1067086
1867	934498	1066568
1868	934990	1066059
1869	935476	1065543
1870	935953	1065016
1871	936443	1064504
1872	936933	1063992
1873	937408	1063463
1874	937887	1062939
1875	938365	1062414
1876	938847	1061892
1877	939317	1061358
1878	939790	1060827
1879	940257	1060289
1880	940721	1059749
1881	941194	1059219
1882	941662	1058683
1883	942131	1058147
1884	942605	1057617
1885	943075	1057084
1886	943550	1056556
1887	944024	1056027
1888	944486	1055485
1889	944962	1054958
1890	945432	1054424
1891	945897	1053886
1892	946358	1053342
1893	946823	1052804
1894	947288	1052265
1895	947762	1051736
1896	948226	1051197
1897	948690	1050656
1898	949163	1050128
1899	949631	1049592
1900	950102	1049061
1901	950580	1048537
1902	951065	1048021
1903	951560	1047516
1904	952049	1047004
1905	952537	1046491
1906	953025	1045978
1907	953515	1045468
1908	954001	1044954
1909	954499	1044452
1910	954990	1043943
1911	955490	1043443
1912	955995	1042949
1913	956484	1042437
1914	956972	1041925
1915	957446	1041398
1916	957935	1040886
1917	958418	1040368
1918	958896	1039845
1919	959367	1039314
1920	959843	1038789
1921	960331	1038277
1922	960816	1037761
1923	961291	1037235
1924	961766	1036709
1925	962246	1036188
1926	962719	1035660
1927	963184	1035123
1928	963648	1034585
1929	964116	1034052
1930	964590	1033525
1931	965055	1032988
1932	965521	1032453
1933	965980	1031910
1934	966447	1031376
1935	966912	1030840
1936	967388	1030316
1937	967850	1029776
1938	968307	1029232
1939	968781	1028706
1940	969250	1028174
1941	969717	1027640
1942	970189	1027112
1943	970655	1026578
1944	971125	1026047
1945	971597	1025519
1946	972063	1024985
1947	972535	1024457
1948	973016	1023938
1949	973480	1023402
1950	973946	1022868
1951	974416	1022338
1952	974880	1021802
1953	975360	1021283
1954	975824	1020747
1955	976289	1020212
1956	976764	1019688
1957	977241	1019165
1958	977716	1018642
1959	978187	1018113
1960	978654	1017581
1961	979123	1017050
1962	979598	1016526
1963	980066	1015995
1964	980530	1015460
1965	981004	1014935
1966	981471	1014403
1967	981954	1013888
1968	982421	1013355
1969	982887	1012823
1970	983356	1012293
1971	983832	1011770
1972	984307	1011247
1973	984780	1010722
1974	985249	1010192
1975	985715	1009660
1976	986195	1009142
1977	986654	1008602
1978	987123	1008073
1979	987598	1007549
1980	988069	1007023
1981	988546	1006502
1982	989016	1005973
1983	989483	1005442
1984	989954	1004915
1985	990431	1004395
1986	990900	1003866
1987	991367	1003335
1988	991829	1002800
1989	992295	1002268
1990	992773	1001748
1991	993238	1001216
1992	993699	1000679
1993	994171	1000154
1994	994635	999621
1995	995104	999092
1996	995567	998559
1997	996033	998027
1998	996497	997494
1999	996976	996976
2000	997444	996447
2001	997913	995920
2002	998407	995417
2003	998900	994912
2004	999408	994423
2005	999894	993912
2006	1000382	993403
2007	1000868	992893
2008	1001356	992385
2009	1001841	991872
2010	1002323	991358
2011	1002812	990850
2012	1003305	990346
2013	1003791	989836
2014	1004275	989323
2015	1004769	988820
2016	1005254	988309
2017	1005736	987794
2018	1006227	987289
2019	1006714	986779
2020	1007203	986271
2021	1007689	985761
2022	1008189	985265
2023	1008656	984735
2024	1009129	984212
2025	1009603	983691
2026	1010079	983170
2027	1010554	982649
2028	1011045	982144
2029	1011530	981633
2030	1012024	981130
2031	1012515	980625
2032	1012998	980112
2033	1013498	979615
2034	1013986	979107
2035	1014478	978602
2036	1014977	978105
2037	1015457	977589
2038	1015940	977076
2039	1016436	976575
2040	1016923	976067
2041	1017416	975563
2042	1017904	975056
2043	1018403	974558
2044	1018877	974036
2045	1019364	973527
2046	1019849	973017
2047	1020335	972507
2048	1020816	971993
2049	1021036	971229
2050	1021509	970708
2051	1021999	970202
2052	1022470	969678
2053	1022937	969150
2054	1023404	968623
2055	1023873	968098
2056	1024341	967571
2057	1024813	967049
2058	1025290	966532
2059	1025763	966010
2060	1026235	965487
2061	1026707	964965
2062	1027172	964437
2063	1027645	963915
2064	1028112	963388
2065	1028590	962871
2066	1029066	962354
2067	1029543	961836
2068	1030008	961307
2069	1030471	960777
2070	1030943	960255
2071	1031408	959727
2072	1031873	959199
2073	1032336	958669
2074	1032801	958141
2075	1033276	957622
2076	1033747	957100
2077	1034212	956572
2078	1034680	956046
2079	1035148	955521
2080	1035615	954995
2081	1036094	954481
2082	1036568	953961
2083	1037036	953436
2084	1037512	952919
2085	1037973	952388
2086	1038438	951860
2087	1038911	951340
2088	1039384	950820
2089	1039855	950298
2090	1040320	949771
2091	1040789	949247
2092	1041270	948734
2093	1041752	948224
2094	1042220	947699
2095	1042695	947181
2096	1043181	946673
2097	1043650	946150
2098	1044127	945634
2099	1044594	945109
2100	1045063	944585
2101	1045537	944067
2102	1046006	943545
2103	1046474	943020
2104	1046942	942496
2105	1047408	941971
2106	1047883	941453
2107	1048359	940937
2108	1048824	940411
2109	1049301	939895
2110	1049781	939382
2111	1050254	938863
2112	1050726	938343
2113	1051184	937811
2114	1051657	937293
2115	1052134	936777
2116	1052603	936255
2117	1053068	935729
2118	1053552	935220
2119	1054025	934701
2120	1054502	934187
2121	1054975	933668
2122	1055452	933153
2123	1055921	932630
2124	1056390	932108
2125	1056859	931587
2126	1057331	931068
2127	1057804	930549
2128	1058278	930032
2129	1058756	929518
2130	1059228	928999
2131	1059700	928480
2132	1060181	927969
2133	1060656	927453
2134	1061129	926935
2135	1061589	926405
2136	1062057	925883
2137	1062524	925360
2138	1062992	924838
2139	1063457	924313
2140	1063923	923789
2141	1064397	923272
2142	1064861	922747
2143	1065342	922236
2144	1065805	921710
2145	1066274	921189
2146	1066762	920685
2147	1067230	920163
2148	1067705	919647
2149	1068170	919123
2150	1068640	918603
2151	1069113	918085
2152	1069579	917562
2153	1070056	917049
2154	1070546	916546
2155	1071039	916046
2156	1071534	915548
2157	1072014	915037
2158	1072487	914520
2159	1072969	914011
2160	1073458	913507
2161	1073945	913002
2162	1074425	912491
2163	1074908	911983
2164	1075403	911485
2165	1075892	910981
2166	1076368	910467
2167	1076858	909965
2168	1077360	909472
2169	1077855	908975
2170	1078327	908457
2171	1078812	907951
2172	1079299	907445
2173	1079774	906931
2174	1080253	906419
2175	1080722	905900
2176	1081196	905384
2177	1081682	904878
2178	1082154	904361
2179	1082627	903845
2180	1083088	903318
2181	1083562	902803
2182	1084043	902293
2183	1084516	901777
2184	1084980	901254
2185	1085456	900740
2186	1085932	900226
2187	1086397	899703
2188	1086861	899180
2189	1087330	898661
2190	1087799	898142
2191	1088279	897632
2192	1088747	897112
2193	1089221	896597
2194	1089689	896076
2195	1090155	895556
2196	1090633	895044
2197	1091103	894526
2198	1091568	894003
2199	1092051	893496
2200	1092513	892972
2201	1092983	892453
2202	1093478	891956
2203	1093973	891459
2204	1094478	890969
2205	1094965	890466
2206	1095458	889967
2207	1095953	889469
2208	1096446	888970
2209	1096937	888469
2210	1097425	887966
2211	1097910	887460
2212	1098395	886955
2213	1098886	886454
2214	1099377	885954
2215	1099872	885457
2216	1100365	884957
2217	1100860	884460
2218	1101352	883960
2219	1101840	883457
2220	1102322	882950
2221	1102819	882454
2222	1103312	881955
2223	1103812	881461
2224	1104296	880955
2225	1104784	880452
2226	1105274	879951
2227	1105762	879448
2228	1106253	878947
2229	1106737	878441
2230	1107223	877937
2231	1107715	877438
2232	1108210	876940
2233	1108692	876432
2234	1109181	875930
2235	1109666	875425
2236	1110152	874921
2237	1110638	874416
2238	1111129	873916
2239	1111622	873418
2240	1112115	872919
2241	1112597	872411
2242	1113079	871904
2243	1113567	871401
2244	1114062	870903
2245	1114536	870390
2246	1115009	869876
2247	1115488	869366
2248	1115959	868850
2249	1116427	868332
2250	1116895	867814
2251	1117368	867299
2252	1117832	866779
2253	1118318	866274
2254	1118800	865768
2255	1119297	865272
2256	1119783	864768
2257	1120261	864258
2258	1120736	863746
2259	1121201	863225
2260	1121673	862711
2261	1122137	862190
2262	1122605	861672
2263	1123072	861154
2264	1123544	860640
2265	1124015	860124
2266	1124496	859617
2267	1124959	859096
2268	1125430	858581
2269	1125904	858068
2270	1126366	857546
2271	1126836	857030
2272	1127302	856511
2273	1127769	855994
2274	1128238	855477
2275	1128718	854969
2276	1129197	854460
2277	1129671	853948
2278	1130170	853454
2279	1130663	852956
2280	1131154	852456
2281	1131628	851944
2282	1132112	851439
2283	1132606	850942
2284	1133101	850446
2285	1133591	849945
2286	1134071	849438
2287	1134551	848930
2288	1135048	848434
2289	1135535	847932
2290	1136012	847422
2291	1136476	846903
2292	1136935	846379
2293	1137381	845847
2294	1137826	845313
2295	1138275	844782
2296	1138721	844250
2297	1139178	843725
2298	1139628	843196
2299	1140083	842670
2300	1140533	842141
2301	1140983	841611
2302	1141449	841094
2303	1141900	840565
2304	1142343	840031
2305	1142800	839507
2306	1143255	838982
2307	1143715	838460
2308	1144162	837929
2309	1144600	837391
2310	1145056	836867
2311	1145511	836342
2312	1145969	835819
2313	1146413	835286
2314	1146864	834758
2315	1147326	834239
2316	1147780	833713
2317	1148237	833190
2318	1148687	832662
2319	1149131	832129
2320	1149586	831605
2321	1150030	831072
2322	1150475	830541
2323	1150950	830031
2324	1151412	829512
2325	1151882	828998
2326	1152352	828485
2327	1152817	827968
2328	1153286	827454
2329	1153758	826942
2330	1154228	826429
2331	1154698	825916
2332	1155184	825415
2333	1155665	824909
2334	1156158	824412
2335	1156648	823913
2336	1157133	823411
2337	1157620	822910
2338	1158096	822401
2339	1158572	821893
2340	1159051	821386
2341	1159518	820872
2342	1159993	820362
2343	1160464	819850
2344	1160937	819339
2345	1161412	818830
2346	1161876	818313
2347	1162347	817801
2348	1162829	817297
2349	1163298	816784
2350	1163777	816277
2351	1164246	815764
2352	1164713	815250
2353	1165186	814739
2354	1165671	814237
2355	1166139	813724
2356	1166607	813210
2357	1167072	812694
2358	1167537	812178
2359	1168016	811672
2360	1168489	811162
2361	1168955	810647
2362	1169413	810126
2363	1169887	809617
2364	1170361	809108
2365	1170826	808592
2366	1171300	808083
2367	1171762	807565
2368	1172239	807058
2369	1172703	806542
2370	1173170	806029
2371	1173635	805513
2372	1174107	805003
2373	1174586	804497
2374	1175045	803978
2375	1175512	803464
2376	1175980	802951
2377	1176452	802441
2378	1176924	801931
2379	1177398	801422
2380	1177869	800911
2381	1178339	800400
2382	1178811	799889
2383	1179281	799378
2384	1179743	798862
2385	1180216	798352
2386	1180686	797841
2387	1181170	797339
2388	1181635	796824
2389	1182101	796311
2390	1182577	795804
2391	1183059	795300
2392	1183537	794795
2393	1184017	794290
2394	1184484	793777
2395	1184949	793263
2396	1185421	792753
2397	1185896	792245
2398	1186366	791734
2399	1186834	791223
2400	1187299	790709
2401	1187764	790194
2402	1188253	789696
2403	1188740	789197
2404	1189233	788701
2405	1189725	788205
2406	1190217	787709
2407	1190710	787213
2408	1191201	786717
2409	1191689	786218
2410	1192177	785719
2411	1192659	785217
2412	1193153	784722
2413	1193642	784224
2414	1194126	783722
2415	1194612	783222
2416	1195105	782727
2417	1195581	782221
2418	1196065	781719
2419	1196549	781217
2420	1197025	780711
2421	1197496	780202
2422	1197971	779694
2423	1198448	779189
2424	1198929	778686
2425	1199406	778180
2426	1199888	777678
2427	1200368	777174
2428	1200849	776671
2429	1201322	776163
2430	1201800	775658
2431	1202272	775149
2432	1202735	774634
2433	1203202	774123
2434	1203676	773615
2435	1204140	773101
2436	1204618	772597
2437	1205085	772085
2438	1205556	771576
2439	1206027	771066
2440	1206502	770559
2441	1206965	770045
2442	1207444	769541
2443	1207913	769031
2444	1208383	768522
2445	1208853	768012
2446	1209313	767496
2447	1209784	766987
2448	1210264	766484
2449	1210738	765977
2450	1211200	765463
2451	1211672	764954
2452	1212152	764451
2453	1212631	763947
2454	1213095	763434
2455	1213559	762922
2456	1214026	762410
2457	1214502	761905
2458	1214964	761390
2459	1215434	760881
2460	1215911	760377
2461	1216384	759869
2462	1216855	759361
2463	1217332	758856
2464	1217815	758355
2465	1218295	757852
2466	1218762	757342
2467	1219250	756844
2468	1219724	756338
2469	1220197	755831
2470	1220670	755323
2471	1221147	754819
2472	1221628	754317
2473	1222094	753806
2474	1222567	753298
2475	1223045	752795
2476	1223527	752293
2477	1224000	751787
2478	1224476	751282
2479	1224935	750766
2480	1225400	750255
2481	1225872	749747
2482	1226344	749240
2483	1226815	748732
2484	1227288	748226
2485	1227756	747716
2486	1228232	747212
2487	1228707	746706
2488	1229168	746192
2489	1229634	745682
2490	1230100	745171
2491	1230571	744663
2492	1231042	744156
2493	1231514	743648
2494	1231972	743133
2495	1232446	742628
2496	1232911	742117
2497	1233381	741609
2498	1233856	741104
2499	1234328	740596
2500	1234798	740089
2501	1235266	739580
2502	1235744	739077
2503	1236206	738564
2504	1236691	738065
2505	1237158	737555
2506	1237622	737044
2507	1238098	736540
2508	1238564	736029
2509	1239036	735523
2510	1239507	735016
2511	1239977	734508
2512	1240444	733999
2513	1240916	733493
2514	1241383	732983
2515	1241857	732478
2516	1242331	731973
2517	1242800	731465
2518	1243267	730956
2519	1243731	730445
2520	1244201	729938
2521	1244680	729435
2522	1245141	728923
2523	1245606	728413
2524	1246068	727901
2525	1246541	727395
2526	1247013	726890
2527	1247495	726389
2528	1247963	725881
2529	1248434	725375
2530	1248906	724869
2531	1249376	724361
2532	1249859	723862
2533	1250342	723362
2534	1250832	722867
2535	1251334	722379
2536	1251829	721886
2537	1252321	721392
2538	1252822	720903
2539	1253319	720411
2540	1253798	719910
2541	1254284	719412
2542	1254767	718912
2543	1255261	718420
2544	1255751	717924
2545	1256234	717425
2546	1256711	716922
2547	1257203	716428
2548	1257702	715938
2549	1258182	715437
2550	1258670	714940
2551	1259153	714441
2552	1259648	713948
2553	1260140	713454
2554	1260626	712957
2555	1261119	712463
2556	1261607	711967
2557	1262100	711473
2558	1262585	710975
2559	1263065	710474
2560	1263543	709972
2561	1264023	709471
2562	1264490	708963
2563	1264969	708461
2564	1265445	707958
2565	1265914	707452
2566	1266389	706948
2567	1266861	706442
2568	1267333	705938
2569	1267796	705427
2570	1268262	704918
2571	1268738	704416
2572	1269208	703909
2573	1269681	703405
2574	1270158	702903
2575	1270636	702401
2576	1271113	701899
2577	1271589	701396
2578	1272056	700888
2579	1272524	700381
2580	1272998	699877
2581	1273462	699368
2582	1273924	698858
2583	1274395	698352
2584	1274861	697844
2585	1275335	697341
2586	1275803	696834
2587	1276271	696327
2588	1276742	695822
2589	1277215	695318
2590	1277688	694813
2591	1278159	694309
2592	1278611	693793
2593	1279082	693288
2594	1279556	692785
2595	1280023	692277
2596	1280483	691766
2597	1280955	691262
2598	1281414	690751
2599	1281877	690241
2600	1282349	689737
2601	1282819	689231
2602	1283306	688735
2603	1283784	688234
2604	1284281	687743
2605	1284768	687247
2606	1285254	686751
2607	1285733	686250
2608	1286228	685758
2609	1286727	685268
2610	1287223	684777
2611	1287707	684279
2612	1288190	683781
2613	1288680	683286
2614	1289177	682795
2615	1289663	682299
2616	1290139	681796
2617	1290627	681301
2618	1291114	680805
2619	1291597	680307
2620	1292080	679808
2621	1292562	679310
2622	1293055	678816
2623	1293543	678321
2624	1294035	677828
2625	1294518	677330
2626	1295015	676839
2627	1295506	676344
2628	1295991	675847
2629	1296478	675351
2630	1296961	674853
2631	1297450	674358
2632	1297940	673864
2633	1298430	673369
2634	1298913	672871
2635	1299406	672378
2636	1299902	671887
2637	1300396	671394
2638	1300881	670897
2639	1301368	670401
2640	1301859	669907
2641	1302347	669412
2642	1302837	668918
2643	1303314	668416
2644	1303806	667923
2645	1304295	667428
2646	1304777	666930
2647	1305263	666433
2648	1305743	665934
2649	1306231	665438
2650	1306718	664942
2651	1307191	664439
2652	1307661	663934
2653	1308132	663431
2654	1308612	662931
2655	1309081	662426
2656	1309544	661918
2657	1310028	661421
2658	1310511	660923
2659	1310999	660428
2660	1311487	659933
2661	1311976	659438
2662	1312468	658944
2663	1312962	658452
2664	1313455	657959
2665	1313936	657461
2666	1314419	656963
2667	1314900	656464
2668	1315388	655969
2669	1315875	655473
2670	1316369	654981
2671	1316854	654484
2672	1317346	653991
2673	1317835	653496
2674	1318317	652998
2675	1318797	652499
2676	1319281	652001
2677	1319778	651511
2678	1320276	651021
2679	1320772	650529
2680	1321257	650033
2681	1321755	649542
2682	1322248	649049
2683	1322739	648556
2684	1323227	648061
2685	1323722	647569
2686	1324209	647073
2687	1324694	646576
2688	1325179	646080
2689	1325664	645583
2690	1326159	645092
2691	1326649	644597
2692	1327127	644098
2693	1327613	643601
2694	1328107	643109
2695	1328590	642611
2696	1329072	642113
2697	1329556	641616
2698	1330049	641124
2699	1330533	640627
2700	1331007	640125
2701	1331487	639626
2702	1331956	639122
2703	1332429	638619
2704	1332904	638118
2705	1333382	637619
2706	1333846	637112
2707	1334305	636603
2708	1334769	636097
2709	1335248	635597
2710	1335714	635092
2711	1336181	634587
2712	1336651	634084
2713	1337127	633583
2714	1337606	633084
2715	1338073	632579
2716	1338539	632074
2717	1339014	631573
2718	1339491	631073
2719	1339970	630574
2720	1340446	630074
2721	1340915	629570
2722	1341392	629070
2723	1341866	628568
2724	1342337	628066
2725	1342795	627557
2726	1343273	627058
2727	1343752	626559
2728	1344232	626060
2729	1344697	625555
2730	1345158	625048
2731	1345641	624550
2732	1346107	624045
2733	1346566	623538
2734	1347037	623035
2735	1347512	622534
2736	1347988	622034
2737	1348470	621537
2738	1348944	621036
2739	1349411	620532
2740	1349886	620031
2741	1350357	619529
2742	1350831	619028
2743	1351300	618525
2744	1351769	618022
2745	1352241	617520
2746	1352717	617020
2747	1353192	616519
2748	1353664	616018
2749	1354137	615517
2750	1354609	615015
2751	1355089	614517
2752	1355548	614009
2753	1356030	613512
2754	1356502	613010
2755	1356973	612508
2756	1357454	612011
2757	1357928	611510
2758	1358399	611008
2759	1358873	610508
2760	1359335	610002
2761	1359810	609502
2762	1360285	609002
2763	1360763	608503
2764	1361244	608006
2765	1361736	607513
2766	1362206	607011
2767	1362693	606516
2768	1363180	606022
2769	1363668	605527
2770	1364153	605032
2771	1364641	604538
2772	1365122	604040
2773	1365604	603544
2774	1366082	603045
2775	1366568	602550
2776	1367050	602053
2777	1367540	601560
2778	1368028	601065
2779	1368509	600568
2780	1368989	600071
2781	1369466	599572
2782	1369959	599080
2783	1370447	598586
2784	1370936	598092
2785	1371425	597598
2786	1371907	597102
2787	1372392	596606
2788	1372891	596117
2789	1373380	595623
2790	1373859	595125
2791	1374336	594626
2792	1374820	594131
2793	1375318	593641
2794	1375812	593149
2795	1376295	592653
2796	1376777	592157
2797	1377262	591661
2798	1377735	591161
2799	1378206	590659
2800	1378691	590164
2801	1379183	589672
2802	1379678	589181
2803	1380171	588689
2804	1380665	588198
2805	1381154	587704
2806	1381655	587215
2807	1382153	586725
2808	1382639	586231
2809	1383131	585739
2810	1383613	585242
2811	1384106	584750
2812	1384600	584259
2813	1385088	583764
2814	1385582	583273
2815	1386081	582784
2816	1386562	582287
2817	1387057	581796
2818	1387530	581296
2819	1388001	580794
2820	1388489	580301
2821	1388966	579802
2822	1389439	579302
2823	1389907	578799
2824	1390382	578300
2825	1390854	577800
2826	1391329	577300
2827	1391800	576799
2828	1392271	576299
2829	1392746	575799
2830	1393224	575301
2831	1393700	574802
2832	1394164	574299
2833	1394632	573797
2834	1395104	573296
2835	1395580	572798
2836	1396053	572298
2837	1396522	571796
2838	1396994	571296
2839	1397482	570802
2840	1397952	570301
2841	1398418	569798
2842	1398894	569300
2843	1399354	568795
2844	1399825	568294
2845	1400297	567794
2846	1400771	567295
2847	1401243	566795
2848	1401711	566293
2849	1402183	565793
2850	1402656	565293
2851	1403124	564791
2852	1403592	564290
2853	1404072	563793
2854	1404549	563295
2855	1405016	562793
2856	1405483	562291
2857	1405958	561793
2858	1406436	561295
2859	1406898	560791
2860	1407362	560288
2861	1407840	559791
2862	1408312	559291
2863	1408786	558792
2864	1409260	558293
2865	1409734	557794
2866	1410208	557295
2867	1410683	556796
2868	1411155	556297
2869	1411637	555801
2870	1412107	555301
2871	1412578	554801
2872	1413054	554302
2873	1413525	553802
2874	1413998	553303
2875	1414463	552801
2876	1414932	552300
2877	1415405	551801
2878	1415866	551297
2879	1416332	550795
2880	1416796	550293
2881	1417269	549794
2882	1417744	549296
2883	1418211	548794
2884	1418681	548294
2885	1419158	547797
2886	1419656	547307
2887	1420149	546816
2888	1420630	546320
2889	1421111	545824
2890	1421595	545330
2891	1422086	544838
2892	1422584	544348
2893	1423069	543854
2894	1423554	543360
