iter	Passed	Remaining
2895	1424045	542868
2896	1424544	542379
2897	1425031	541885
2898	1425528	541395
2899	1426010	540900
2900	1426510	540411
2901	1426993	539916
2902	1427491	539427
2903	1427978	538934
2904	1428462	538439
2905	1428959	537949
2906	1429441	537454
2907	1429928	536960
2908	1430418	536468
2909	1430912	535977
2910	1431408	535487
2911	1431897	534994
2912	1432389	534503
2913	1432879	534010
2914	1433368	533518
2915	1433855	533024
2916	1434343	532531
2917	1434841	532042
2918	1435340	531553
2919	1435830	531060
2920	1436310	530564
2921	1436798	530071
2922	1437285	529578
2923	1437771	529084
2924	1438261	528591
2925	1438746	528097
2926	1439247	527609
2927	1439743	527119
2928	1440229	526625
2929	1440721	526133
2930	1441222	525645
2931	1441717	525154
2932	1442217	524666
2933	1442701	524171
2934	1443182	523676
2935	1443669	523182
2936	1444157	522689
2937	1444654	522199
2938	1445139	521705
2939	1445617	521209
2940	1446103	520715
2941	1446593	520223
2942	1447092	519733
2943	1447589	519244
2944	1448079	518751
2945	1448566	518258
2946	1449046	517762
2947	1449518	517263
2948	1450002	516769
2949	1450494	516277
2950	1450981	515784
2951	1451472	515292
2952	1451960	514799
2953	1452437	514302
2954	1452929	513810
2955	1453419	513318
2956	1453908	512826
2957	1454388	512330
2958	1454869	511834
2959	1455356	511341
2960	1455849	510850
2961	1456343	510359
2962	1456838	509868
2963	1457329	509377
2964	1457824	508886
2965	1458316	508394
2966	1458803	507901
2967	1459289	507407
2968	1459773	506913
2969	1460258	506419
2970	1460754	505929
2971	1461240	505435
2972	1461730	504943
2973	1462215	504449
2974	1462703	503956
2975	1463191	503463
2976	1463679	502970
2977	1464153	502473
2978	1464626	501974
2979	1465091	501474
2980	1465563	500975
2981	1466036	500478
2982	1466502	499977
2983	1466969	499477
2984	1467437	498977
2985	1467909	498479
2986	1468383	497982
2987	1468856	497484
2988	1469329	496986
2989	1469805	496489
2990	1470277	495991
2991	1470736	495488
2992	1471220	494994
2993	1471696	494497
2994	1472161	493997
2995	1472631	493498
2996	1473103	493000
2997	1473574	492502
2998	1474040	492002
2999	1474503	491501
3000	1474981	491005
3001	1475446	490504
3002	1475940	490014
3003	1476434	489523
3004	1476918	489029
3005	1477404	488536
3006	1477897	488045
3007	1478391	487554
3008	1478876	487061
3009	1479361	486567
3010	1479850	486075
3011	1480350	485586
3012	1480836	485093
3013	1481326	484601
3014	1481815	484108
3015	1482308	483617
3016	1482791	483123
3017	1483264	482626
3018	1483756	482134
3019	1484248	481643
3020	1484739	481151
3021	1485210	480653
3022	1485686	480157
3023	1486178	479666
3024	1486656	479170
3025	1487128	478672
3026	1487592	478172
3027	1488056	477671
3028	1488532	477175
3029	1489002	476677
3030	1489475	476180
3031	1489955	475684
3032	1490433	475189
3033	1490915	474694
3034	1491409	474204
3035	1491897	473711
3036	1492382	473218
3037	1492866	472724
3038	1493364	472235
3039	1493851	471742
3040	1494330	471247
3041	1494808	470751
3042	1495295	470258
3043	1495776	469764
3044	1496261	469270
3045	1496748	468777
3046	1497223	468281
3047	1497698	467785
3048	1498190	467293
3049	1498673	466800
3050	1499152	466304
3051	1499640	465812
3052	1500122	465318
3053	1500606	464824
3054	1501083	464328
3055	1501561	463833
3056	1502040	463337
3057	1502509	462839
3058	1502984	462343
3059	1503452	461844
3060	1503925	461347
3061	1504396	460850
3062	1504873	460354
3063	1505353	459859
3064	1505837	459366
3065	1506326	458874
3066	1506824	458385
3067	1507299	457888
3068	1507774	457392
3069	1508268	456902
3070	1508774	456415
3071	1509279	455928
3072	1509787	455441
3073	1510292	454954
3074	1510781	454462
3075	1511270	453970
3076	1511772	453482
3077	1512264	452991
3078	1512756	452500
3079	1513250	452009
3080	1513754	451522
3081	1514240	451029
3082	1514731	450537
3083	1515228	450048
3084	1515722	449557
3085	1516219	449068
3086	1516715	448578
3087	1517204	448086
3088	1517700	447596
3089	1518193	447105
3090	1518681	446613
3091	1519170	446121
3092	1519656	445628
3093	1520151	445138
3094	1520641	444646
3095	1521127	444153
3096	1521613	443660
3097	1522109	443170
3098	1522601	442679
3099	1523095	442189
3100	1523580	441695
3101	1524076	441205
3102	1524580	440718
3103	1525070	440226
3104	1525561	439735
3105	1526048	439242
3106	1526543	438752
3107	1527030	438259
3108	1527538	437773
3109	1528033	437282
3110	1528512	436787
3111	1528999	436295
3112	1529488	435803
3113	1529971	435309
3114	1530454	434816
3115	1530949	434325
3116	1531441	433834
3117	1531928	433342
3118	1532422	432851
3119	1532902	432357
3120	1533400	431867
3121	1533893	431376
3122	1534382	430884
3123	1534872	430393
3124	1535373	429904
3125	1535873	429415
3126	1536366	428924
3127	1536895	428443
3128	1537382	427951
3129	1537891	427465
3130	1538384	426974
3131	1538866	426480
3132	1539351	425987
3133	1539841	425495
3134	1540335	425004
3135	1540829	424514
3136	1541315	424021
3137	1541806	423529
3138	1542306	423041
3139	1542800	422550
3140	1543290	422058
3141	1543786	421568
3142	1544264	421073
3143	1544757	420582
3144	1545246	420090
3145	1545740	419600
3146	1546233	419109
3147	1546718	418616
3148	1547205	418123
3149	1547699	417633
3150	1548191	417142
3151	1548675	416648
3152	1549167	416157
3153	1549661	415666
3154	1550149	415174
3155	1550634	414681
3156	1551130	414191
3157	1551637	413704
3158	1552135	413214
3159	1552628	412724
3160	1553126	412234
3161	1553624	411744
3162	1554118	411254
3163	1554605	410761
3164	1555089	410268
3165	1555571	409774
3166	1556068	409284
3167	1556567	408795
3168	1557050	408301
3169	1557532	407808
3170	1558024	407317
3171	1558526	406828
3172	1559024	406338
3173	1559539	405853
3174	1560030	405362
3175	1560527	404872
3176	1561026	404383
3177	1561524	403893
3178	1562018	403402
3179	1562515	402912
3180	1563010	402422
3181	1563509	401933
3182	1563998	401441
3183	1564498	400951
3184	1564982	400458
3185	1565481	399969
3186	1565969	399477
3187	1566465	398986
3188	1566960	398496
3189	1567442	398002
3190	1567929	397510
3191	1568412	397016
3192	1568899	396524
3193	1569388	396032
3194	1569879	395540
3195	1570361	395047
3196	1570850	394555
3197	1571340	394063
3198	1571855	393578
3199	1572348	393087
3200	1572827	392592
3201	1573305	392097
3202	1573812	391610
3203	1574311	391121
3204	1574808	390631
3205	1575299	390139
3206	1575784	389646
3207	1576280	389156
3208	1576766	388663
3209	1577269	388175
3210	1577764	387684
3211	1578262	387195
3212	1578756	386704
3213	1579237	386210
3214	1579724	385718
3215	1580206	385224
3216	1580701	384734
3217	1581182	384240
3218	1581674	383748
3219	1582170	383258
3220	1582657	382766
3221	1583139	382272
3222	1583632	381781
3223	1584101	381284
3224	1584580	380790
3225	1585081	380301
3226	1585570	379809
3227	1586043	379313
3228	1586515	378817
3229	1587001	378325
3230	1587502	377836
3231	1587998	377346
3232	1588493	376855
3233	1588989	376365
3234	1589479	375873
3235	1589971	375382
3236	1590465	374891
3237	1590955	374400
3238	1591451	373910
3239	1591944	373419
3240	1592426	372925
3241	1592915	372433
3242	1593400	371940
3243	1593895	371450
3244	1594382	370958
3245	1594878	370467
3246	1595373	369977
3247	1595887	369491
3248	1596387	369001
3249	1596878	368510
3250	1597385	368022
3251	1597896	367535
3252	1598405	367048
3253	1598921	366562
3254	1599429	366075
3255	1599911	365581
3256	1600390	365087
3257	1600892	364598
3258	1601398	364110
3259	1601905	363622
3260	1602399	363131
3261	1602896	362641
3262	1603398	362152
3263	1603897	361663
3264	1604378	361169
3265	1604881	360680
3266	1605382	360191
3267	1605885	359702
3268	1606366	359208
3269	1606860	358718
3270	1607352	358226
3271	1607836	357733
3272	1608323	357241
3273	1608807	356748
3274	1609290	356255
3275	1609791	355765
3276	1610270	355271
3277	1610748	354777
3278	1611242	354286
3279	1611732	353795
3280	1612217	353302
3281	1612702	352809
3282	1613181	352315
3283	1613679	351825
3284	1614165	351332
3285	1614646	350839
3286	1615145	350349
3287	1615632	349857
3288	1616123	349365
3289	1616621	348875
3290	1617113	348384
3291	1617600	347892
3292	1618087	347399
3293	1618565	346905
3294	1619067	346416
3295	1619565	345926
3296	1620051	345434
3297	1620545	344943
3298	1621051	344454
3299	1621538	343962
3300	1622030	343471
3301	1622519	342979
3302	1623011	342488
3303	1623506	341997
3304	1624000	341506
3305	1624482	341013
3306	1624960	340519
3307	1625446	340026
3308	1625931	339534
3309	1626417	339041
3310	1626894	338547
3311	1627371	338053
3312	1627861	337561
3313	1628338	337067
3314	1628825	336574
3315	1629315	336083
3316	1629813	335593
3317	1630298	335100
3318	1630791	334609
3319	1631286	334118
3320	1631788	333629
3321	1632282	333138
3322	1632789	332650
3323	1633283	332159
3324	1633791	331671
3325	1634302	331184
3326	1634794	330693
3327	1635300	330204
3328	1635791	329713
3329	1636296	329224
3330	1636788	328733
3331	1637271	328240
3332	1637770	327750
3333	1638264	327259
3334	1638757	326768
3335	1639252	326278
3336	1639745	325787
3337	1640244	325297
3338	1640747	324808
3339	1641248	324318
3340	1641731	323825
3341	1642209	323331
3342	1642695	322839
3343	1643188	322347
3344	1643676	321855
3345	1644170	321364
3346	1644652	320871
3347	1645141	320379
3348	1645622	319886
3349	1646105	319393
3350	1646592	318901
3351	1647085	318410
3352	1647570	317917
3353	1648055	317425
3354	1648538	316932
3355	1649028	316440
3356	1649528	315950
3357	1650042	315463
3358	1650546	314974
3359	1651020	314480
3360	1651504	313987
3361	1651991	313495
3362	1652482	313003
3363	1652973	312512
3364	1653470	312021
3365	1653958	311529
3366	1654448	311038
3367	1654918	310542
3368	1655410	310051
3369	1655915	309562
3370	1656403	309070
3371	1656902	308580
3372	1657386	308088
3373	1657879	307597
3374	1658375	307106
3375	1658889	306619
3376	1659383	306128
3377	1659871	305636
3378	1660362	305145
3379	1660859	304654
3380	1661344	304162
3381	1661822	303668
3382	1662312	303176
3383	1662804	302685
3384	1663295	302194
3385	1663795	301704
3386	1664297	301214
3387	1664789	300723
3388	1665289	300233
3389	1665782	299742
3390	1666267	299250
3391	1666747	298756
3392	1667236	298264
3393	1667732	297774
3394	1668230	297284
3395	1668720	296792
3396	1669212	296301
3397	1669710	295810
3398	1670194	295318
3399	1670684	294826
3400	1671169	294334
3401	1671679	293846
3402	1672175	293355
3403	1672664	292863
3404	1673140	292369
3405	1673625	291877
3406	1674112	291385
3407	1674596	290892
3408	1675087	290400
3409	1675579	289909
3410	1676070	289418
3411	1676571	288928
3412	1677058	288436
3413	1677536	287942
3414	1678006	287447
3415	1678493	286955
3416	1678999	286466
3417	1679491	285975
3418	1679984	285484
3419	1680471	284992
3420	1680956	284499
3421	1681440	284007
3422	1681915	283513
3423	1682393	283019
3424	1682879	282527
3425	1683362	282034
3426	1683848	281542
3427	1684340	281050
3428	1684819	280557
3429	1685320	280067
3430	1685814	279576
3431	1686314	279086
3432	1686794	278593
3433	1687288	278102
3434	1687792	277613
3435	1688286	277122
3436	1688785	276632
3437	1689280	276141
3438	1689765	275649
3439	1690261	275158
3440	1690752	274667
3441	1691237	274175
3442	1691730	273683
3443	1692217	273191
3444	1692706	272700
3445	1693198	272208
3446	1693697	271718
3447	1694201	271229
3448	1694700	270739
3449	1695195	270248
3450	1695685	269757
3451	1696190	269267
3452	1696685	268777
3453	1697180	268286
3454	1697664	267793
3455	1698147	267301
3456	1698634	266808
3457	1699123	266317
3458	1699609	265824
3459	1700095	265332
3460	1700581	264840
3461	1701062	264347
3462	1701552	263856
3463	1702034	263363
3464	1702523	262871
3465	1703020	262381
3466	1703499	261887
3467	1703981	261395
3468	1704445	260899
3469	1704921	260405
3470	1705397	259912
3471	1705876	259419
3472	1706350	258925
3473	1706836	258432
3474	1707317	257940
3475	1707803	257447
3476	1708290	256956
3477	1708773	256463
3478	1709257	255971
3479	1709754	255480
3480	1710251	254990
3481	1710744	254499
3482	1711241	254008
3483	1711736	253517
3484	1712236	253027
3485	1712738	252538
3486	1713232	252047
3487	1713727	251556
3488	1714229	251066
3489	1714717	250574
3490	1715227	250086
3491	1715733	249596
3492	1716225	249105
3493	1716707	248613
3494	1717204	248122
3495	1717687	247629
3496	1718186	247139
3497	1718682	246649
3498	1719180	246158
3499	1719663	245666
3500	1720147	245173
3501	1720644	244683
3502	1721138	244192
3503	1721624	243700
3504	1722120	243209
3505	1722600	242716
3506	1723107	242227
3507	1723602	241736
3508	1724105	241246
3509	1724602	240756
3510	1725099	240265
3511	1725599	239775
3512	1726083	239283
3513	1726585	238793
3514	1727084	238303
3515	1727592	237814
3516	1728074	237321
3517	1728581	236832
3518	1729081	236342
3519	1729576	235851
3520	1730076	235361
3521	1730583	234871
3522	1731077	234380
3523	1731581	233891
3524	1732073	233400
3525	1732557	232907
3526	1733048	232416
3527	1733545	231925
3528	1734047	231435
3529	1734546	230945
3530	1735038	230454
3531	1735514	229960
3532	1736010	229469
3533	1736502	228978
3534	1737001	228488
3535	1737497	227997
3536	1737999	227507
3537	1738503	227017
3538	1739015	226528
3539	1739523	226039
3540	1740022	225549
3541	1740499	225056
3542	1740998	224565
3543	1741483	224073
3544	1741979	223582
3545	1742479	223092
3546	1742991	222603
3547	1743489	222113
3548	1743985	221622
3549	1744485	221131
3550	1744975	220640
3551	1745485	220151
3552	1745966	219658
3553	1746450	219166
3554	1746941	218674
3555	1747453	218186
3556	1747951	217695
3557	1748459	217206
3558	1748963	216716
3559	1749468	216226
3560	1749954	215734
3561	1750436	215241
3562	1750930	214750
3563	1751433	214260
3564	1751928	213769
3565	1752434	213279
3566	1752938	212790
3567	1753428	212298
3568	1753918	211806
3569	1754409	211315
3570	1754893	210823
3571	1755396	210333
3572	1755907	209844
3573	1756421	209355
3574	1756932	208866
3575	1757451	208377
3576	1757975	207890
3577	1758493	207401
3578	1758988	206910
3579	1759495	206421
3580	1759990	205930
3581	1760492	205439
3582	1760971	204947
3583	1761455	204454
3584	1761953	203963
3585	1762448	203472
3586	1762950	202982
3587	1763444	202491
3588	1763951	202001
3589	1764453	201511
3590	1764957	201021
3591	1765455	200530
3592	1765940	200038
3593	1766452	199549
3594	1766943	199057
3595	1767439	198566
3596	1767921	198074
3597	1768412	197582
3598	1768911	197091
3599	1769409	196601
3600	1769915	196111
3601	1770403	195619
3602	1770889	195127
3603	1771392	194636
3604	1771900	194147
3605	1772408	193657
3606	1772900	193166
3607	1773390	192674
3608	1773880	192182
3609	1774360	191689
3610	1774852	191198
3611	1775343	190706
3612	1775852	190217
3613	1776353	189726
3614	1776845	189235
3615	1777341	188744
3616	1777832	188252
3617	1778329	187761
3618	1778814	187269
3619	1779293	186776
3620	1779780	186284
3621	1780276	185793
3622	1780771	185302
3623	1781268	184811
3624	1781761	184320
3625	1782269	183830
3626	1782773	183340
3627	1783274	182849
3628	1783786	182360
3629	1784293	181870
3630	1784802	181380
3631	1785282	180887
3632	1785760	180394
3633	1786259	179903
3634	1786751	179412
3635	1787251	178921
3636	1787751	178431
3637	1788242	177939
3638	1788724	177446
3639	1789209	176954
3640	1789696	176462
3641	1790184	175970
3642	1790695	175481
3643	1791208	174991
3644	1791722	174502
3645	1792220	174011
3646	1792723	173521
3647	1793228	173030
3648	1793745	172541
3649	1794233	172049
3650	1794726	171558
3651	1795237	171068
3652	1795747	170578
3653	1796243	170087
3654	1796755	169597
3655	1797255	169107
3656	1797743	168615
3657	1798236	168123
3658	1798723	167631
3659	1799225	167141
3660	1799716	166649
3661	1800208	166157
3662	1800710	165667
3663	1801217	165177
3664	1801722	164686
3665	1802225	164196
3666	1802727	163705
3667	1803228	163214
3668	1803729	162723
3669	1804215	162231
3670	1804709	161740
3671	1805200	161248
3672	1805688	160756
3673	1806165	160263
3674	1806657	159772
3675	1807154	159281
3676	1807651	158790
3677	1808143	158298
3678	1808634	157806
3679	1809143	157316
3680	1809656	156827
3681	1810160	156336
3682	1810649	155844
3683	1811171	155355
3684	1811663	154864
3685	1812159	154372
3686	1812655	153881
3687	1813138	153389
3688	1813615	152896
3689	1814123	152406
3690	1814601	151913
3691	1815105	151422
3692	1815597	150931
3693	1816098	150440
3694	1816587	149948
3695	1817071	149456
3696	1817554	148963
3697	1818051	148472
3698	1818548	147981
3699	1819035	147489
3700	1819527	146997
3701	1820007	146505
3702	1820515	146014
3703	1821005	145523
3704	1821497	145031
3705	1821982	144539
3706	1822467	144047
3707	1822961	143555
3708	1823439	143063
3709	1823922	142570
3710	1824419	142079
3711	1824925	141589
3712	1825437	141098
3713	1825931	140607
3714	1826421	140115
3715	1826918	139624
3716	1827415	139133
3717	1827913	138642
3718	1828395	138149
3719	1828893	137658
3720	1829376	137166
3721	1829849	136673
3722	1830333	136181
3723	1830827	135689
3724	1831328	135198
3725	1831817	134706
3726	1832299	134214
3727	1832772	133721
3728	1833247	133228
3729	1833732	132736
3730	1834228	132245
3731	1834734	131754
3732	1835265	131266
3733	1835793	130776
3734	1836295	130285
3735	1836790	129794
3736	1837285	129303
3737	1837776	128811
3738	1838270	128320
3739	1838754	127827
3740	1839247	127336
3741	1839733	126844
3742	1840233	126353
3743	1840736	125862
3744	1841241	125371
3745	1841737	124880
3746	1842250	124390
3747	1842760	123899
3748	1843263	123408
3749	1843743	122916
3750	1844238	122424
3751	1844728	121933
3752	1845234	121442
3753	1845732	120951
3754	1846252	120461
3755	1846745	119969
3756	1847246	119478
3757	1847746	118987
3758	1848225	118494
3759	1848729	118004
3760	1849219	117512
3761	1849725	117021
3762	1850218	116529
3763	1850702	116037
3764	1851213	115547
3765	1851712	115055
3766	1852223	114565
3767	1852711	114073
3768	1853215	113582
3769	1853715	113091
3770	1854221	112600
3771	1854707	112108
3772	1855203	111617
3773	1855708	111126
3774	1856198	110634
3775	1856683	110142
3776	1857161	109649
3777	1857638	109157
3778	1858136	108665
3779	1858612	108173
3780	1859101	107681
3781	1859590	107189
3782	1860067	106696
3783	1860559	106205
3784	1861055	105713
3785	1861532	105221
3786	1862013	104729
3787	1862482	104236
3788	1862951	103743
3789	1863424	103250
3790	1863889	102757
3791	1864357	102264
3792	1864825	101771
3793	1865305	101279
3794	1865755	100785
3795	1866222	100292
3796	1866690	99799
3797	1867158	99306
3798	1867627	98813
3799	1868089	98320
3800	1868572	97828
3801	1869077	97337
3802	1869580	96846
3803	1870079	96355
3804	1870566	95863
3805	1871050	95371
3806	1871540	94879
3807	1872033	94388
3808	1872526	93896
3809	1873015	93404
3810	1873526	92914
3811	1874009	92422
3812	1874501	91930
3813	1874980	91438
3814	1875477	90947
3815	1875962	90455
3816	1876460	89963
3817	1876957	89472
3818	1877450	88981
3819	1877931	88488
3820	1878405	87996
3821	1878878	87504
3822	1879352	87011
3823	1879826	86519
3824	1880301	86026
3825	1880776	85534
3826	1881256	85042
3827	1881721	84549
3828	1882194	84057
3829	1882672	83565
3830	1883129	83072
3831	1883594	82579
3832	1884066	82086
3833	1884544	81594
3834	1885021	81102
3835	1885484	80609
3836	1885939	80116
3837	1886415	79624
3838	1886890	79132
3839	1887362	78640
3840	1887831	78147
3841	1888292	77654
3842	1888755	77162
3843	1889231	76670
3844	1889701	76177
3845	1890176	75685
3846	1890654	75193
3847	1891116	74701
3848	1891573	74208
3849	1892036	73715
3850	1892500	73223
3851	1892971	72731
3852	1893440	72238
3853	1893916	71746
3854	1894383	71254
3855	1894864	70762
3856	1895359	70271
3857	1895855	69780
3858	1896336	69288
3859	1896836	68797
3860	1897319	68305
3861	1897807	67813
3862	1898306	67322
3863	1898811	66831
3864	1899304	66340
3865	1899795	65849
3866	1900294	65357
3867	1900782	64866
3868	1901255	64374
3869	1901741	63882
3870	1902235	63391
3871	1902732	62900
3872	1903224	62408
3873	1903699	61916
3874	1904180	61425
3875	1904672	60933
3876	1905165	60442
3877	1905660	59951
3878	1906141	59459
3879	1906632	58968
3880	1907113	58476
3881	1907595	57984
3882	1908061	57492
3883	1908550	57001
3884	1909044	56509
3885	1909533	56018
3886	1910017	55526
3887	1910504	55035
3888	1910996	54543
3889	1911496	54052
3890	1911979	53560
3891	1912476	53069
3892	1912974	52578
3893	1913470	52087
3894	1913969	51596
3895	1914459	51104
3896	1914937	50612
3897	1915413	50121
3898	1915904	49629
3899	1916396	49138
3900	1916884	48646
3901	1917350	48154
3902	1917826	47663
3903	1918306	47171
3904	1918793	46679
3905	1919282	46188
3906	1919771	45697
3907	1920268	45205
3908	1920766	44714
3909	1921259	44223
3910	1921750	43731
3911	1922237	43240
3912	1922731	42749
3913	1923212	42257
3914	1923692	41765
3915	1924188	41274
3916	1924692	40783
3917	1925187	40292
3918	1925664	39800
3919	1926160	39309
3920	1926653	38818
3921	1927129	38326
3922	1927614	37834
3923	1928079	37343
3924	1928556	36851
3925	1929028	36359
3926	1929496	35867
3927	1929974	35376
3928	1930451	34884
3929	1930925	34393
3930	1931404	33901
3931	1931877	33409
3932	1932350	32918
3933	1932822	32426
3934	1933281	31934
3935	1933763	31443
3936	1934232	30951
3937	1934691	30459
3938	1935160	29968
3939	1935622	29476
3940	1936104	28985
3941	1936568	28493
3942	1937044	28001
3943	1937519	27510
3944	1938003	27019
3945	1938474	26527
3946	1938948	26036
3947	1939423	25544
3948	1939883	25052
3949	1940356	24561
3950	1940820	24069
3951	1941293	23578
3952	1941771	23087
3953	1942236	22595
3954	1942707	22104
3955	1943187	21612
3956	1943669	21121
3957	1944132	20630
3958	1944615	20138
3959	1945099	19647
3960	1945568	19156
3961	1946044	18664
3962	1946522	18173
3963	1947003	17682
3964	1947480	17190
3965	1947940	16699
3966	1948412	16208
3967	1948886	15716
3968	1949369	15225
3969	1949841	14734
3970	1950297	14242
3971	1950761	13751
3972	1951243	13260
3973	1951721	12769
3974	1952193	12277
3975	1952652	11786
3976	1953114	11295
3977	1953602	10804
3978	1954075	10313
3979	1954554	9821
3980	1955011	9330
3981	1955472	8839
3982	1955936	8348
3983	1956411	7857
3984	1956872	7365
3985	1957338	6874
3986	1957808	6383
3987	1958282	5892
3988	1958756	5401
3989	1959237	4910
3990	1959706	4419
3991	1960170	3928
3992	1960639	3437
3993	1961115	2946
3994	1961586	2455
3995	1962045	1964
3996	1962515	1472
3997	1962985	981
3998	1963455	490
3999	1963918	0
