iter	Accuracy	MultiClass
887	0.9816457255	0.1017028816
888	0.9816457255	0.1015663772
889	0.9817689086	0.1015336009
890	0.9817689086	0.1013862666
891	0.9817689086	0.1013302024
892	0.9817689086	0.1011585688
893	0.9818920916	0.1009930939
894	0.9818920916	0.1009234268
895	0.9817689086	0.1008788655
896	0.9818920916	0.1007566414
897	0.9818920916	0.100694103
898	0.9820152747	0.1005359011
899	0.9821384577	0.1004278454
900	0.9821384577	0.1002656219
901	0.9821384577	0.1001397197
902	0.9821384577	0.1000449042
903	0.9821384577	0.09990885626
904	0.9821384577	0.09986708819
905	0.9821384577	0.0997136645
906	0.9821384577	0.09961938333
907	0.9821384577	0.09960280444
908	0.9821384577	0.0995548133
909	0.9822616408	0.09947217144
910	0.9821384577	0.09934959131
911	0.9822616408	0.09928994224
912	0.9822616408	0.09918830197
913	0.9822616408	0.09912218427
914	0.9822616408	0.09908745551
915	0.9822616408	0.09906422361
916	0.9822616408	0.09895258922
917	0.9823848238	0.09886771128
918	0.9823848238	0.09872035176
919	0.9825080069	0.09851687598
920	0.9826311899	0.09843980789
921	0.9826311899	0.09839340563
922	0.9826311899	0.09825945184
923	0.9826311899	0.09810151502
924	0.9826311899	0.09790676816
925	0.9826311899	0.0978914159
926	0.9826311899	0.09775864238
927	0.9826311899	0.09757163554
928	0.9826311899	0.09755955901
929	0.9826311899	0.09742190749
930	0.9826311899	0.09730841764
931	0.982754373	0.09708778773
932	0.982754373	0.09699100354
933	0.982754373	0.09689257586
934	0.982877556	0.09678029629
935	0.9830007391	0.09667548058
936	0.9830007391	0.09662734477
937	0.9830007391	0.09654697931
938	0.9830007391	0.09646533164
939	0.9830007391	0.09632445787
940	0.9830007391	0.09620534547
941	0.9831239221	0.09613071947
942	0.9830007391	0.09606381651
943	0.9831239221	0.09588137362
944	0.9833702882	0.09570959276
945	0.9834934713	0.09561605728
946	0.9833702882	0.09545865998
947	0.9833702882	0.09536312121
948	0.9834934713	0.09514470124
949	0.9834934713	0.09505032689
950	0.9836166543	0.09496604871
951	0.9837398374	0.09489264373
952	0.9837398374	0.09481032469
953	0.9837398374	0.09469065869
954	0.9837398374	0.09468000382
955	0.9837398374	0.09455540033
956	0.9836166543	0.09439667911
957	0.9837398374	0.09426581615
958	0.9837398374	0.09418269133
959	0.9837398374	0.09399562707
960	0.9837398374	0.09385839561
961	0.9838630204	0.09375596276
962	0.9838630204	0.09366956738
963	0.9838630204	0.09358218123
964	0.9839862035	0.09355041441
965	0.9841093865	0.0934528864
966	0.9842325696	0.09325186228
967	0.9842325696	0.09308994312
968	0.9842325696	0.09296673719
969	0.9842325696	0.09291900625
970	0.9842325696	0.09284276589
971	0.9842325696	0.09278193035
972	0.9843557526	0.09259950556
973	0.9844789357	0.09250636082
974	0.9844789357	0.09250375586
975	0.9847253018	0.09232312741
976	0.9848484848	0.0921748423
977	0.9848484848	0.0920592119
978	0.9848484848	0.09191523165
979	0.9848484848	0.0918313068
980	0.9848484848	0.09181182255
981	0.9848484848	0.09175421836
982	0.9848484848	0.09170223873
983	0.9850948509	0.09158755338
984	0.985218034	0.09140937925
985	0.985218034	0.09139429586
986	0.985218034	0.09134292358
987	0.985218034	0.09120342925
988	0.985218034	0.09117757443
989	0.985218034	0.09100999853
990	0.985218034	0.09098787267
991	0.985218034	0.09080130528
992	0.985218034	0.09073584554
993	0.985218034	0.09063809735
994	0.985341217	0.09051153906
995	0.985341217	0.09041714205
996	0.9850948509	0.0903039958
997	0.985341217	0.09023062892
998	0.985341217	0.09005636143
999	0.985341217	0.08992715214
1000	0.985341217	0.08989905991
1001	0.9854644001	0.08982639695
1002	0.9855875831	0.08973918427
1003	0.9857107662	0.08968011068
1004	0.9857107662	0.08964853186
1005	0.9855875831	0.08960982456
1006	0.9857107662	0.08956262735
1007	0.9857107662	0.0894953021
1008	0.9858339492	0.08935463786
1009	0.9859571323	0.08921313787
1010	0.9859571323	0.08915108484
1011	0.9859571323	0.08898877202
1012	0.9859571323	0.08892845911
1013	0.9859571323	0.08890049792
1014	0.9862034984	0.08879894068
1015	0.9860803153	0.08876482265
1016	0.9860803153	0.08875337604
1017	0.9862034984	0.08869615453
1018	0.9860803153	0.08859473327
1019	0.9859571323	0.08845974306
1020	0.9862034984	0.08830675914
1021	0.9863266814	0.08825298401
1022	0.9863266814	0.08817944012
1023	0.9863266814	0.08808910182
1024	0.9866962306	0.08796358648
1025	0.9866962306	0.0877741629
1026	0.9866962306	0.08775503834
1027	0.9866962306	0.0876613507
1028	0.9866962306	0.08757290378
1029	0.9866962306	0.08743824178
1030	0.9866962306	0.0873672403
1031	0.9866962306	0.08725890661
1032	0.9866962306	0.08719172138
1033	0.9866962306	0.08710518617
1034	0.9866962306	0.08700541988
1035	0.9866962306	0.08688699433
1036	0.9868194136	0.08674136103
1037	0.9868194136	0.08663995905
1038	0.9866962306	0.0865190432
1039	0.9866962306	0.08640503409
1040	0.9866962306	0.08632121521
1041	0.9866962306	0.08619095628
1042	0.9866962306	0.08613278435
1043	0.9866962306	0.08596668883
1044	0.9869425967	0.08588755192
1045	0.9869425967	0.08573827591
1046	0.9869425967	0.08567775341
1047	0.9869425967	0.08562095661
1048	0.9871889628	0.08553826112
1049	0.9869425967	0.08548933809
1050	0.9869425967	0.085486882
1051	0.9871889628	0.08540006013
1052	0.9871889628	0.08529615901
1053	0.9873121458	0.08522710079
1054	0.9870657797	0.08505938256
1055	0.9873121458	0.08493792075
1056	0.9873121458	0.08493610932
1057	0.9873121458	0.08484855945
1058	0.9871889628	0.08476992907
1059	0.9873121458	0.08466698661
1060	0.9873121458	0.08461193112
1061	0.9874353289	0.08451758459
1062	0.9871889628	0.08442912674
1063	0.9873121458	0.08428275256
1064	0.9871889628	0.08412238869
1065	0.987681695	0.08398180186
1066	0.987804878	0.0838108266
1067	0.9875585119	0.08371024771
1068	0.9875585119	0.08369842861
1069	0.9875585119	0.08359287723
1070	0.987804878	0.08342214535
1071	0.9879280611	0.08331747581
1072	0.9879280611	0.08326030058
1073	0.9879280611	0.08325836607
1074	0.9880512441	0.08325642212
1075	0.9880512441	0.08307445507
1076	0.9880512441	0.08300939594
1077	0.9880512441	0.082934935
1078	0.9880512441	0.08278582471
1079	0.9881744272	0.08272010896
1080	0.9880512441	0.08265089259
1081	0.9880512441	0.08248747318
1082	0.9880512441	0.08239729779
1083	0.9880512441	0.08238046096
1084	0.9880512441	0.08230284131
1085	0.9880512441	0.08227813702
1086	0.9881744272	0.08216568843
1087	0.9881744272	0.08200794546
1088	0.9881744272	0.08191372786
1089	0.9880512441	0.08188870107
1090	0.9880512441	0.08177911511
1091	0.9881744272	0.08167596623
1092	0.9881744272	0.08160145351
1093	0.9881744272	0.0814606492
1094	0.9881744272	0.08145167017
1095	0.9882976102	0.08128426064
1096	0.9882976102	0.0811758538
1097	0.9882976102	0.08106054628
1098	0.9882976102	0.08091022085
1099	0.9882976102	0.08086902745
1100	0.9882976102	0.08070931152
1101	0.9882976102	0.08056905128
1102	0.9882976102	0.08049766898
1103	0.9882976102	0.08047272223
1104	0.9882976102	0.08034097334
1105	0.9882976102	0.0802754657
1106	0.9882976102	0.08020916505
1107	0.9882976102	0.08019427141
1108	0.9882976102	0.08018722575
1109	0.9882976102	0.08011503505
1110	0.9882976102	0.0800802173
1111	0.9882976102	0.07994834566
1112	0.9882976102	0.07984503883
1113	0.9882976102	0.07982464123
1114	0.9882976102	0.07973256466
1115	0.9882976102	0.07971293421
1116	0.9882976102	0.07953691205
1117	0.9882976102	0.079474485
1118	0.9882976102	0.07931170628
1119	0.9882976102	0.07923808184
1120	0.9882976102	0.07907597843
1121	0.9882976102	0.07900571712
1122	0.9882976102	0.07891339096
1123	0.9882976102	0.0788273264
1124	0.9882976102	0.07875864757
1125	0.9882976102	0.07861737353
1126	0.9882976102	0.07854929147
1127	0.9882976102	0.07850804441
1128	0.9882976102	0.07839628762
1129	0.9882976102	0.07831124431
1130	0.9882976102	0.0781674468
1131	0.9882976102	0.07807435408
1132	0.9882976102	0.07802587639
1133	0.9882976102	0.07794316964
1134	0.9882976102	0.07791561295
1135	0.9882976102	0.07784920519
1136	0.9882976102	0.0777817932
1137	0.9882976102	0.07772383033
1138	0.9882976102	0.07759886454
1139	0.9882976102	0.07751101412
1140	0.9882976102	0.07738377804
1141	0.9884207933	0.07732427753
1142	0.9884207933	0.07720044336
1143	0.9882976102	0.07708748377
1144	0.9884207933	0.07701233817
1145	0.9884207933	0.07692670861
1146	0.9884207933	0.07683353525
1147	0.9884207933	0.0767403429
1148	0.9884207933	0.07659719921
1149	0.9884207933	0.0765495472
1150	0.9884207933	0.07653829406
1151	0.9885439763	0.07640309413
1152	0.9885439763	0.07628425231
1153	0.9885439763	0.07620353808
1154	0.9885439763	0.07612583984
1155	0.9885439763	0.07600605722
1156	0.9885439763	0.07587033425
1157	0.9885439763	0.07575698431
1158	0.9885439763	0.07570544342
1159	0.9885439763	0.07563143618
1160	0.9885439763	0.07548414442
1161	0.9885439763	0.07541575022
1162	0.9886671594	0.07535127958
1163	0.9886671594	0.07529661205
1164	0.9886671594	0.07521854498
1165	0.9886671594	0.07507988802
1166	0.9886671594	0.07506259096
1167	0.9886671594	0.07496808121
1168	0.9887903424	0.07485325085
1169	0.9887903424	0.07480939938
1170	0.9887903424	0.07475709005
1171	0.9887903424	0.07471102276
1172	0.9887903424	0.07462074185
1173	0.9887903424	0.0745781132
1174	0.9887903424	0.07453814895
1175	0.9887903424	0.07451642215
1176	0.9887903424	0.07451492331
1177	0.9887903424	0.07443280192
1178	0.9886671594	0.07440188247
1179	0.9886671594	0.07435542037
1180	0.9886671594	0.0743086081
1181	0.9887903424	0.07428557102
1182	0.9887903424	0.0742020267
1183	0.9889135255	0.07413910983
1184	0.9890367085	0.07402899243
1185	0.9890367085	0.0739129474
1186	0.9890367085	0.07378910036
1187	0.9890367085	0.0737605482
1188	0.9890367085	0.07365171988
1189	0.9890367085	0.07353835161
1190	0.9890367085	0.07351948967
1191	0.9890367085	0.07343434262
1192	0.9890367085	0.07337084351
1193	0.9890367085	0.07324470056
1194	0.9890367085	0.07314973676
1195	0.9890367085	0.0731482504
1196	0.9890367085	0.07314023417
1197	0.9890367085	0.07309609689
1198	0.9890367085	0.07305945164
1199	0.9890367085	0.07302539402
1200	0.9891598916	0.07295804294
1201	0.9892830746	0.07293095722
1202	0.9892830746	0.07284022022
1203	0.9892830746	0.07276749678
1204	0.9892830746	0.07268308988
1205	0.9892830746	0.07267013404
1206	0.9892830746	0.07259324754
1207	0.9892830746	0.07257195345
1208	0.9892830746	0.07245197975
1209	0.9894062577	0.07244164073
1210	0.9894062577	0.07244021909
1211	0.9894062577	0.07241967091
1212	0.9894062577	0.07233465053
1213	0.9894062577	0.07230531385
1214	0.9894062577	0.07225141529
1215	0.9894062577	0.07216992598
1216	0.9894062577	0.07204850268
1217	0.9895294407	0.0719326525
1218	0.9895294407	0.07191558784
1219	0.9895294407	0.07183369549
1220	0.9896526238	0.07180243143
1221	0.9896526238	0.07169385825
1222	0.9896526238	0.07163788779
1223	0.9896526238	0.07151869759
1224	0.9896526238	0.07150006878
1225	0.9897758068	0.07140987864
1226	0.9898989899	0.07130862591
1227	0.9898989899	0.07127257402
1228	0.9898989899	0.0712107527
1229	0.9898989899	0.07117325205
1230	0.9898989899	0.07117168659
1231	0.9900221729	0.0710338322
1232	0.9900221729	0.0709728092
1233	0.9900221729	0.07095851098
1234	0.990145356	0.07087195502
1235	0.990268539	0.07085270847
1236	0.990268539	0.07076436468
1237	0.990268539	0.07069815914
1238	0.9906380882	0.07062326247
1239	0.9907612712	0.07049201734
1240	0.9907612712	0.07036666527
1241	0.9907612712	0.07029308373
1242	0.9910076373	0.0701792161
1243	0.9912540034	0.07007545121
1244	0.9913771865	0.0699925609
1245	0.9913771865	0.069927418
1246	0.9913771865	0.06990577161
1247	0.9912540034	0.06982993432
1248	0.9912540034	0.06980521067
1249	0.9912540034	0.06968336893
1250	0.9913771865	0.06961651372
1251	0.9913771865	0.06957498597
1252	0.9913771865	0.06954582534
1253	0.9912540034	0.06950856816
1254	0.9915003695	0.06935777328
1255	0.9913771865	0.06923602662
1256	0.9915003695	0.06914711112
1257	0.9915003695	0.06906366671
1258	0.9916235526	0.06891713268
1259	0.9916235526	0.0688980781
1260	0.9917467356	0.06882869235
1261	0.9916235526	0.06878994635
1262	0.9917467356	0.06869146853
1263	0.9917467356	0.06859282257
1264	0.9917467356	0.06850889121
1265	0.9917467356	0.06842440405
1266	0.9917467356	0.06836553094
1267	0.9917467356	0.06829666138
1268	0.9917467356	0.06822946028
1269	0.9917467356	0.06817197955
1270	0.9917467356	0.06811883539
1271	0.9917467356	0.06806375474
1272	0.9917467356	0.06805492603
1273	0.9917467356	0.06798143315
1274	0.9917467356	0.06792247493
1275	0.9917467356	0.06787633117
1276	0.9917467356	0.06781613811
1277	0.9917467356	0.06778961332
1278	0.9917467356	0.06774173421
1279	0.9917467356	0.0676016937
1280	0.9917467356	0.06755975584
1281	0.9917467356	0.06751332225
1282	0.9917467356	0.06747215951
1283	0.9917467356	0.06745101773
1284	0.9917467356	0.06737905738
1285	0.9917467356	0.06725262243
1286	0.9918699187	0.06719761772
1287	0.9918699187	0.06711517752
1288	0.9918699187	0.06704490345
1289	0.9918699187	0.06701682671
1290	0.9918699187	0.06695103284
1291	0.9918699187	0.06685913163
1292	0.9918699187	0.06681363363
1293	0.9918699187	0.06675085454
1294	0.9918699187	0.0666906715
1295	0.9918699187	0.06657087015
1296	0.9918699187	0.0665417015
1297	0.9918699187	0.06651198814
1298	0.9918699187	0.06649372553
1299	0.9918699187	0.06643921305
1300	0.9918699187	0.06632424716
1301	0.9918699187	0.06627605951
1302	0.9918699187	0.06623986341
1303	0.9918699187	0.06620914409
1304	0.9918699187	0.06615155243
1305	0.9918699187	0.06604061511
1306	0.9918699187	0.06600753995
1307	0.9918699187	0.06594259538
1308	0.9919931017	0.06585466736
1309	0.9922394678	0.0657332648
1310	0.9921162848	0.06565285891
1311	0.9922394678	0.06561645298
1312	0.9922394678	0.06550249081
1313	0.9923626509	0.06543416152
1314	0.9923626509	0.06532105787
1315	0.9923626509	0.06531158857
1316	0.9923626509	0.06525508456
1317	0.9923626509	0.06521645116
1318	0.9923626509	0.0651597316
1319	0.9923626509	0.06512316258
1320	0.9923626509	0.06511268699
1321	0.9923626509	0.06504085029
1322	0.9923626509	0.06492334083
1323	0.9923626509	0.06485311891
1324	0.9923626509	0.06477193559
1325	0.9923626509	0.06469344984
1326	0.9923626509	0.06460276214
1327	0.9923626509	0.06459262014
1328	0.9923626509	0.06446698989
1329	0.9923626509	0.06437323371
1330	0.9923626509	0.06430387493
1331	0.9923626509	0.06420566115
1332	0.9924858339	0.06413471212
1333	0.9924858339	0.06412569273
1334	0.9923626509	0.06407415952
1335	0.9924858339	0.06398426289
1336	0.9923626509	0.06394389393
1337	0.9923626509	0.06392756284
1338	0.9923626509	0.06389425685
1339	0.9923626509	0.06383596951
1340	0.9924858339	0.06376061219
1341	0.9924858339	0.06375957194
1342	0.9924858339	0.06373954869
1343	0.9924858339	0.06371266297
1344	0.9924858339	0.06365176209
1345	0.9927322	0.06352900983
1346	0.9927322	0.06344996026
1347	0.9927322	0.06341706215
1348	0.9927322	0.06334500498
1349	0.9927322	0.06326973149
1350	0.9927322	0.06322040584
1351	0.9927322	0.06317604272
1352	0.9927322	0.06314433391
1353	0.9927322	0.06309493314
1354	0.9928553831	0.06305997618
1355	0.9928553831	0.06296667269
1356	0.9928553831	0.06292425114
1357	0.9928553831	0.0629007664
1358	0.9928553831	0.06289002104
1359	0.9928553831	0.06283667681
1360	0.9928553831	0.06277747847
1361	0.9928553831	0.06274801333
1362	0.9928553831	0.06268763024
1363	0.9928553831	0.06263380432
1364	0.9928553831	0.06262062504
1365	0.9928553831	0.06252913
1366	0.9928553831	0.06246297475
1367	0.9929785661	0.06239222609
1368	0.9928553831	0.06230967462
1369	0.9929785661	0.06228322268
1370	0.9931017492	0.06220979466
1371	0.9929785661	0.06210551259
1372	0.9929785661	0.06203934608
1373	0.9929785661	0.06199735195
1374	0.9929785661	0.06196644956
1375	0.9929785661	0.06191550306
1376	0.9929785661	0.06185878233
1377	0.9931017492	0.06179548419
1378	0.9929785661	0.06170881873
1379	0.9931017492	0.06159990177
1380	0.9931017492	0.06157623401
1381	0.9931017492	0.0615635824
1382	0.9929785661	0.06149254355
1383	0.9929785661	0.06143838494
1384	0.9929785661	0.06136482882
1385	0.9929785661	0.06129878993
1386	0.9929785661	0.06120259417
1387	0.9931017492	0.06114698121
1388	0.9931017492	0.06105485619
1389	0.9931017492	0.06100802063
1390	0.9931017492	0.06095221941
1391	0.9931017492	0.06090139355
1392	0.9931017492	0.06087325796
1393	0.9931017492	0.06083541843
1394	0.9931017492	0.06077576842
1395	0.9931017492	0.06071164314
1396	0.9931017492	0.06066332809
1397	0.9931017492	0.06065819033
1398	0.9932249322	0.06059887064
1399	0.9932249322	0.06053586131
1400	0.9932249322	0.06049601919
1401	0.9932249322	0.06045293106
1402	0.9932249322	0.06035549284
1403	0.9932249322	0.06031214187
1404	0.9932249322	0.06027197707
1405	0.9932249322	0.06022966001
1406	0.9932249322	0.06021755799
1407	0.9933481153	0.0601671968
1408	0.9933481153	0.06011615276
1409	0.9933481153	0.06004269745
1410	0.9933481153	0.06003403089
1411	0.9933481153	0.05998890787
1412	0.9933481153	0.05994401184
1413	0.9934712983	0.059866539
1414	0.9934712983	0.05983034931
1415	0.9934712983	0.05977601927
1416	0.9934712983	0.05972490399
1417	0.9934712983	0.05967834254
1418	0.9934712983	0.05967286388
1419	0.9934712983	0.05964009417
1420	0.9934712983	0.05960553723
1421	0.9935944814	0.05954698734
1422	0.9935944814	0.05947843573
1423	0.9935944814	0.05937051332
1424	0.9937176644	0.05934722053
1425	0.9937176644	0.05931416219
1426	0.9937176644	0.0592506737
1427	0.9935944814	0.05921396261
1428	0.9935944814	0.05921291182
1429	0.9935944814	0.05917188372
1430	0.9935944814	0.05912798679
1431	0.9935944814	0.05906727265
1432	0.9935944814	0.05904430729
1433	0.9935944814	0.05901469782
1434	0.9935944814	0.05898214396
1435	0.9935944814	0.05889031764
1436	0.9935944814	0.05882297064
1437	0.9935944814	0.05879526825
1438	0.9935944814	0.058723205
1439	0.9935944814	0.05863739749
1440	0.9935944814	0.05863085663
1441	0.9939640305	0.05854153799
1442	0.9939640305	0.05852804266
1443	0.9937176644	0.05851785255
1444	0.9937176644	0.05846851854
1445	0.9938408475	0.05839684201
1446	0.9939640305	0.05829692325
1447	0.9939640305	0.05825147874
1448	0.9939640305	0.05820608136
1449	0.9939640305	0.05816074369
1450	0.9939640305	0.05812776109
1451	0.9939640305	0.05809085139
1452	0.9939640305	0.05808569605
1453	0.9939640305	0.05800888692
1454	0.9939640305	0.05799756445
1455	0.9939640305	0.05790414546
1456	0.9939640305	0.05785133361
1457	0.9939640305	0.05777274149
1458	0.9939640305	0.05769596749
1459	0.9939640305	0.05765732296
1460	0.9939640305	0.05762725444
1461	0.9940872136	0.05757982048
1462	0.9939640305	0.05756216303
1463	0.9939640305	0.05754210403
1464	0.9940872136	0.05745282774
1465	0.9940872136	0.05742653638
1466	0.9942103966	0.05739048998
1467	0.9942103966	0.05733498675
1468	0.9942103966	0.05727520563
1469	0.9942103966	0.05718746208
1470	0.9942103966	0.05713173263
1471	0.9942103966	0.0571115569
1472	0.9942103966	0.05701030879
1473	0.9942103966	0.05699052948
1474	0.9942103966	0.05696923463
1475	0.9942103966	0.05692990844
1476	0.9942103966	0.0569121467
1477	0.9942103966	0.05682928784
1478	0.9942103966	0.05676742888
1479	0.9942103966	0.05671105469
1480	0.9942103966	0.05663805248
1481	0.9942103966	0.05661169121
1482	0.9942103966	0.05660109796
1483	0.9942103966	0.05657777536
1484	0.9942103966	0.05653866552
1485	0.9942103966	0.05650093746
1486	0.9942103966	0.05644234221
1487	0.9942103966	0.05639508493
1488	0.9943335797	0.05629526104
1489	0.9943335797	0.056273592
1490	0.9943335797	0.05622212819
1491	0.9943335797	0.05617892441
1492	0.9943335797	0.05614544443
1493	0.9943335797	0.05610240719
1494	0.9943335797	0.05606615723
1495	0.9943335797	0.0560162589
1496	0.9943335797	0.05598240025
1497	0.9944567627	0.05590468233
1498	0.9944567627	0.05583601834
1499	0.9944567627	0.05574712009
1500	0.9944567627	0.05571335964
1501	0.9944567627	0.05568545665
1502	0.9944567627	0.05561929503
1503	0.9944567627	0.0556114829
1504	0.9944567627	0.05557571118
1505	0.9944567627	0.05550974971
1506	0.9945799458	0.05546982127
1507	0.9944567627	0.05542243775
1508	0.9945799458	0.05537460238
1509	0.9945799458	0.05530552321
1510	0.9945799458	0.05524380977
1511	0.9945799458	0.05514736126
1512	0.9945799458	0.05511335754
1513	0.9945799458	0.05510930123
1514	0.9945799458	0.05509094921
1515	0.9945799458	0.05506569823
1516	0.9945799458	0.05505317826
1517	0.9945799458	0.05501180032
1518	0.9945799458	0.05498535237
1519	0.9945799458	0.05489081705
1520	0.9945799458	0.05483888363
1521	0.9945799458	0.05475291748
1522	0.9945799458	0.0547119727
1523	0.9945799458	0.05470108911
1524	0.9945799458	0.05467644619
1525	0.9945799458	0.05465021292
1526	0.9945799458	0.05462873762
1527	0.9945799458	0.05460480101
1528	0.9945799458	0.05458918736
1529	0.9945799458	0.05452170826
1530	0.9945799458	0.05449332932
1531	0.9948263119	0.05443875423
1532	0.9948263119	0.05438080964
1533	0.9948263119	0.05433495106
1534	0.9947031288	0.0542622282
1535	0.9947031288	0.05418605592
1536	0.9947031288	0.05415314688
1537	0.9947031288	0.05408582963
1538	0.9947031288	0.05404257716
1539	0.9947031288	0.05401430815
1540	0.9948263119	0.05397830399
1541	0.9948263119	0.05393598502
1542	0.9949494949	0.05384003661
1543	0.9948263119	0.05382703183
1544	0.9948263119	0.05378100863
1545	0.9949494949	0.05373737592
1546	0.9948263119	0.05368723156
1547	0.9948263119	0.05366843525
1548	0.9948263119	0.05363489201
1549	0.9948263119	0.05359023236
1550	0.9948263119	0.05354892111
1551	0.9949494949	0.05350382613
1552	0.9949494949	0.05348966615
1553	0.9949494949	0.05346028235
1554	0.9949494949	0.0534302385
1555	0.9949494949	0.0533801618
1556	0.9949494949	0.05334547467
1557	0.9949494949	0.05331387794
1558	0.9949494949	0.05328346546
1559	0.9949494949	0.0532456451
1560	0.9949494949	0.05320688128
1561	0.995072678	0.05316769787
1562	0.9949494949	0.05313543575
1563	0.9949494949	0.05308469059
1564	0.995072678	0.05300061208
1565	0.995072678	0.05292072536
1566	0.995072678	0.05289362363
1567	0.995072678	0.05284768169
1568	0.995072678	0.05281579708
1569	0.995072678	0.05276508754
1570	0.995072678	0.05269399166
1571	0.995072678	0.05267710072
1572	0.995072678	0.05264473854
1573	0.995072678	0.05261621119
1574	0.995072678	0.05257122285
1575	0.995072678	0.05253976099
1576	0.995072678	0.05252810012
1577	0.995072678	0.05249233879
1578	0.995195861	0.0524709001
1579	0.995195861	0.05246602224
1580	0.9953190441	0.05240728206
1581	0.9953190441	0.05232461024
1582	0.9954422271	0.05222750141
1583	0.9954422271	0.05217916865
1584	0.9954422271	0.05215293105
1585	0.9954422271	0.05210599916
1586	0.9955654102	0.05208949647
1587	0.9955654102	0.05207859885
1588	0.9955654102	0.05201194782
1589	0.9955654102	0.05199733218
1590	0.9955654102	0.05193629165
1591	0.9955654102	0.05187132633
1592	0.9955654102	0.05183877167
1593	0.9955654102	0.05177956923
1594	0.9955654102	0.05173958502
1595	0.9955654102	0.05170321098
1596	0.9955654102	0.05164535122
1597	0.9955654102	0.05161328147
1598	0.9955654102	0.05160835108
1599	0.9955654102	0.0515633126
1600	0.9955654102	0.05153004043
1601	0.9955654102	0.05148020701
1602	0.9955654102	0.05144030002
1603	0.9955654102	0.05139958693
1604	0.9956885932	0.05135538811
1605	0.9956885932	0.05130645088
1606	0.9956885932	0.05125603568
1607	0.9956885932	0.05122423716
1608	0.9956885932	0.05120227708
1609	0.9956885932	0.0511782149
1610	0.9956885932	0.05111520759
1611	0.9956885932	0.0510577019
1612	0.9956885932	0.05101540068
1613	0.9956885932	0.05098110643
1614	0.9956885932	0.05094351583
1615	0.9956885932	0.05092890702
1616	0.9956885932	0.05085328721
1617	0.9956885932	0.05083223717
1618	0.9956885932	0.05080598421
1619	0.9956885932	0.05078129967
1620	0.9956885932	0.05071731653
1621	0.9956885932	0.05067250119
1622	0.9956885932	0.05061491267
1623	0.9956885932	0.05059478827
1624	0.9956885932	0.05053887022
1625	0.9956885932	0.05053808723
1626	0.9956885932	0.05048617482
1627	0.9956885932	0.05046782739
1628	0.9956885932	0.05043694294
1629	0.9956885932	0.05041072567
1630	0.9956885932	0.05037458831
1631	0.9958117763	0.05029560916
1632	0.9958117763	0.05025999353
1633	0.9958117763	0.0502442999
1634	0.9958117763	0.05024220602
1635	0.9958117763	0.05021743643
1636	0.9958117763	0.05017727086
1637	0.9958117763	0.05015541473
1638	0.9958117763	0.05013755814
1639	0.9958117763	0.05010498956
1640	0.9958117763	0.05008836193
1641	0.9958117763	0.0500387587
1642	0.9958117763	0.05002658353
1643	0.9958117763	0.04998091804
1644	0.9958117763	0.0499274279
1645	0.9958117763	0.04989454944
1646	0.9958117763	0.04987134419
1647	0.9958117763	0.04984052996
1648	0.9958117763	0.04980346581
1649	0.9958117763	0.04977215384
1650	0.9958117763	0.04971990739
1651	0.9958117763	0.04970040483
1652	0.9958117763	0.04963827975
1653	0.9958117763	0.04956163694
1654	0.9958117763	0.04951041258
1655	0.9958117763	0.04950967333
1656	0.9958117763	0.04944420199
1657	0.9958117763	0.04939851976
1658	0.9958117763	0.04932169921
1659	0.9958117763	0.04926501394
1660	0.9958117763	0.04923903836
1661	0.9958117763	0.04918564528
1662	0.9958117763	0.04917070298
1663	0.9958117763	0.04914311223
1664	0.9958117763	0.04910648131
1665	0.9958117763	0.04903790988
1666	0.9958117763	0.04900960834
1667	0.9958117763	0.04895365149
1668	0.9958117763	0.04893651275
1669	0.9958117763	0.04891030493
1670	0.9959349593	0.04884033759
1671	0.9959349593	0.04881835736
1672	0.9959349593	0.04879287825
1673	0.9959349593	0.04877593364
1674	0.9959349593	0.04873313985
1675	0.9959349593	0.0487175511
1676	0.9959349593	0.04868567871
1677	0.9959349593	0.04868206679
1678	0.9959349593	0.04863057603
1679	0.9959349593	0.04857763326
1680	0.9959349593	0.04857697796
1681	0.9959349593	0.04856939394
1682	0.9959349593	0.0485584043
1683	0.9959349593	0.04848030455
1684	0.9959349593	0.04843882483
1685	0.9959349593	0.04838475384
1686	0.9959349593	0.04833809751
1687	0.9959349593	0.04832959806
1688	0.9959349593	0.04831748288
1689	0.9959349593	0.04828286216
1690	0.9959349593	0.04825415079
1691	0.9959349593	0.04823355656
1692	0.9959349593	0.04821387211
1693	0.9959349593	0.04818787197
1694	0.9959349593	0.04812486936
1695	0.9959349593	0.04809130195
1696	0.9959349593	0.04804666782
1697	0.9959349593	0.04802771569
1698	0.9959349593	0.04798321631
1699	0.9960581424	0.04792104502
1700	0.9960581424	0.04786815812
1701	0.9960581424	0.04782391929
1702	0.9961813254	0.04780732792
1703	0.9961813254	0.04776580229
1704	0.9961813254	0.04775005722
1705	0.9961813254	0.0477239594
1706	0.9961813254	0.04766610932
1707	0.9961813254	0.0476340044
1708	0.9961813254	0.04762068914
1709	0.9961813254	0.04756747153
1710	0.9961813254	0.04756046751
1711	0.9961813254	0.04750570026
1712	0.9961813254	0.04747844481
1713	0.9961813254	0.04745388161
1714	0.9961813254	0.0474295949
1715	0.9961813254	0.04738618781
1716	0.9961813254	0.04730606704
1717	0.9961813254	0.04728803372
1718	0.9961813254	0.04726472676
